Peak_Heat_Release_Rate,time_to_peak_heat_release_rate,total_heat_released,net_heat_of_combustion_per_mass_fuel,net_heat_of_combustion_per_mass_o2,co_yield,soot_yield,test_duration,fuel_type
55.47,12.87,44.4025,46.3,12.78,0.003098388754,0.005377646141,15.03333333,5
283.71,5.42,4.66882,46.4,12.78,0.09194758367,0.0005705373116,6.65,5
208.59,5.87,4.32865,46.4,12.78,0.2238809042,0.003813877725,6.883333333,5
127.28,10.88,61.38267,50,12.54,0.1543537822,0.009937964864,12.58333333,2
39.37,9.33,32.47096,46.3,12.78,0.00126093764,4.10E-05,15.25,5
164.51,11.92,149.52877,16.9,12.84,0.08081913668,0.09156677787,35.4,3
105.02,9.37,55.50667,50,12.54,0.2193080225,0.01241316204,11.7,2
77.76,4.02,2.71499,46.4,12.78,0.07709576832,0.006597641832,5.15,5
389.64,5.45,6.11819,50,12.54,0.06544849697,0.0002058533157,6.6,1
1.92,0.37,0.01668,30,13.1,0.1019681698,0.002175547752,0.4166666667,4
545.47,8.98,295.41059,30,13.1,0.03080876409,0.005001321697,60.25,4
58.24,28.68,147.0967,46.3,12.78,0.003318392568,0.003789595851,71.36666667,5
1.81,18.68,0.96905,16.12,13.61,0.1475247215,0.003039072197,20.31666667,0
57.76,5.18,2.39943,46.4,12.78,0.0629754008,0.006318731649,6.383333333,5
2319.48,2.63,1028.46748,25,13.1,0.01876014348,0.009251053569,38.76666667,3
9.19,20.32,3.57518,30,13.1,0.04084051968,0.0005332722082,20.33333333,4
372.15,8.22,6.10565,50,12.54,0.05754980338,0.006419095616,9.45,1
143.43,9.48,39.50588,19.2,17.8,0.02818865584,0.004448884215,17.18333333,6
153.23,17.2,44.81438,19.2,17.8,0.01956163061,0.004470744024,19.43333333,6
2.19,0.6,0.24468,15,13.1,3.199748208,0.02569991632,5.216666667,3
80.17,4.05,2.38677,46.4,12.78,0.06957799551,0.007174836891,5.183333333,5
189.29,4.17,4.16308,45.79,13.38,0.1129331163,0.0333533541,5.483333333,3
447.21,8.63,6.91217,46.3,12.78,0.05303440634,0.0003318393948,9.8,5
346.78,5.53,6.24182,50,12.54,0.06159301081,0.001792757756,6.583333333,1
619.31,4.45,174.17823,25,13.1,0.05110181936,0.1085972933,17.11666667,3
33.71,1.6,32.46575,30,13.1,0.01974099818,0.001286354743,60.06666667,4
325.33,5.17,5.06304,45.79,13.38,0.1268644687,0.02605290226,6.45,3
381.82,3.67,7.68425,50,12.54,0.07700614747,0.000683878443,4.883333333,1
406.29,5.17,6.08878,50,12.54,0.08626976055,0.0003509287124,6.35,1
784.3,0.35,66.54421,35,13.1,0.100200137,0.05915864493,9.45,3
321.5,5.65,5.10171,50,12.54,0.07800929129,0.0001215609315,6.833333333,1
86.2,3.13,2.52644,50,12.54,0.07019350615,0.0008308040445,4.083333333,1
2.31,0.38,0.14854,15,13.1,0.01617908642,0.0002152829593,4.116666667,3
242.45,6.17,4.23813,46.4,12.78,0.1664732077,0.004055812892,7.516666667,5
3220.31,8,1541.61001,27.79,13.1,0.02140654877,0.02356200934,48.33333333,3
76.56,3.98,2.5666,46.4,12.78,0.07245509161,0.007638995641,5.233333333,5
376.72,16.53,152.16703,30,13.1,0.01590638647,0.003227615856,36.83333333,4
243.89,13.6,161.90185,50,12.54,0.1993081119,0.005565170898,15.1,2
638.34,21.78,521.42952,50,12.54,0.0004144024273,0.0003981267404,30.45,2
146.08,8.28,7.09486,30,13.1,0.004587131607,0.0004091649787,27.88333333,4
117.77,4.18,2.99925,46.4,12.78,0.1854599609,0.01256482851,5.45,5
54.16,6.25,113.79407,46.3,12.78,0.003544780915,0.005468625639,41.85,5
499.46,3.87,51.58728,16.12,13.61,0.02937433203,0.0001603444456,9.683333333,0
83.01,6.67,2.76212,50,12.54,0.06645936784,0.004951679064,7.866666667,1
102.14,6.17,2.82295,46.4,12.78,0.1424609103,0.01533802049,7.416666667,5
264.81,13.8,164.55514,30,13.1,0.01709697676,0.00305959778,48.45,4
109.13,4.42,3.05747,46.4,12.78,0.1382842513,0.01013101409,5.65,5
384.32,5.7,5.65354,50,12.54,0.1017934159,0.0003754800376,6.883333333,1
114.78,9.92,51.38638,30,13.1,0.01989048136,0.003633059503,29.21666667,4
521.72,6.78,244.51527,30,13.1,0.04932608299,0.03587022509,19.66666667,3
532.2,20.98,381.03133,50,12.54,0.0003389497328,0.000312215074,22.4,2
114.29,15.07,71.60109,50,12.54,0.1858020561,0.00459611504,15.46666667,2
9150.95,5.12,5203.2102,50,12.54,0.0003966615709,5.73E-05,24.38333333,2
73.57,4.02,2.46967,46.4,12.78,0.0700198738,0.005616785919,5.15,5
82.95,17.23,54.35868,30,13.1,0.01771033392,0.003558725546,56.55,4
63.63,4.08,1.9789,50,12.54,0.04872990622,0.0001884036922,5.295364759,1
30.66,11.13,60.46825,16.9,12.84,0.09386408415,0.06226884552,59.78333333,3
285.81,5.75,4.67968,46.4,12.78,0.221896759,0.004534611964,6.95,5
151.25,9.03,40.70949,19.2,17.8,0.02803660309,0.004468932012,15.76666667,6
368.72,5.65,5.89641,50,12.54,0.1118064093,0.001569608388,6.8,1
299.13,5.42,4.63289,46.4,12.78,0.1227639152,0.005945464533,6.616666667,5
413.71,7.9,5.71124,50,12.54,0.09015086955,0.00682247207,9,1
0.73,3.8,0.12227,16.12,13.61,0.08059356413,0.001905870309,20.61666667,0
9638.74,6.72,2636.10262,30,13.1,0.04453054083,0.02320910023,37.16666667,3
438.56,7.68,5.6124,50,12.54,0.07792470936,0.0001557699904,8.833333333,1
69.27,30.12,24.66022,30,13.1,0.01997819221,0.001759731979,30.43333333,4
3191.54,6.63,513.50353,24.88,12.98,0.004627690734,0.005428501242,17.16666667,3
2071.38,3.95,710.44903,25,13.1,0.06345252004,0.09935045686,26.36666667,3
55.39,30.22,115.12354,46.3,12.78,0.003122381981,0.004639972906,50.48333333,5
1060.02,4.3,147.53746,15,13.1,0.102956241,0.1013335528,34.53333333,3
11.58,5.93,9.70976,30,13.1,0.0222295326,0.00362343307,37.16666667,4
523.91,8.17,7.11629,50,12.54,0.05492077093,0.0006278854758,9.55,1
103.72,6.68,3.07189,50,12.54,0.09286183572,0.0003114784576,7.9,1
185.71,5.53,193.94249,40,12.93,0.1372517,0.0628172882,37.56666667,3
297.92,5.38,4.74407,46.4,12.78,0.1774954417,0.002681507207,6.683333333,5
318.71,5.17,5.55847,46.4,12.78,0.1154156509,0.003251362947,6.383333333,5
109.09,7.17,3.47195,50,12.54,0.07757198794,0.0002870536116,8.566666667,1
751.92,7.18,73.179,30,13.1,0.0289651524,0.001938784034,20.76666667,4
51.28,3.37,8.99984,44.4,12.68,0.006805675458,0.02375043061,4.716666667,3
125.25,15.17,72.84987,19.2,17.8,0.01442196673,0.002234244521,26.46666667,6
21.41,14.38,80.58882,19.94,13.29,0.001029529603,0.0004893021545,73.55,3
239.74,5.9,3.65637,46.4,12.78,0.1090753287,0.002811673207,7.033333333,5
50.36,73.92,183.50647,30.83,12.96,0.001410432918,0.0005598799357,74.15,3
309.46,5.75,4.96624,46.4,12.78,0.2715542134,0.005329990171,6.883333333,5
275.26,14.18,44.45562,19.2,17.8,0.03456525684,0.007264886767,15.86666667,6
906.93,21.57,1262.56791,16.12,13.61,0.02343247505,0.002101264711,61.68333333,0
230.51,6.47,6.05886,46.4,12.78,0.2072992626,0.004788717644,7.833333333,5
294.51,13.67,48.54004,19.2,17.8,0.02352939899,0.004372505782,15.86666667,6
2545.84,12.4,511.90692,24.88,12.98,0.005365008882,0.005590873417,27.01666667,3
109.63,8.15,3.4181,50,12.54,0.04403544842,0.002407441728,9.416666667,1
3193.68,7.05,511.50093,24.88,12.98,0.004107054747,0.005070369664,24.1,3
113.86,7.65,3.44997,50,12.54,0.09798886494,0.0003099720172,8.783333333,1
118.64,4.18,3.23591,45.79,13.38,0.152503486,0.05313015876,6.716666667,3
257.63,5.82,4.51581,46.4,12.78,0.2797086417,0.003565440865,6.983333333,5
3874.3,5.82,2093.57505,16.12,13.61,0.02106655656,0.001474947245,67.96666667,0
61.96,4.07,1.90267,50,12.54,0.03427555694,0.02013808122,5.5,1
207.29,6.15,3.91381,46.4,12.78,0.1427501188,0.002748218409,7.35,5
375.86,5.68,6.09535,46.4,12.78,0.09940550377,0.001615447633,6.95,5
279.71,1.7,29.60118,44.4,12.68,0.006363897925,0.01885310835,2.9,3
136.56,6.8,3.80593,50,12.54,0.0485975676,8.23E-05,7.783333333,1
102.06,6.7,3.01476,50,12.54,0.08883211203,0.0002624887731,7.75,1
61.33,5.23,2.19659,46.4,12.78,0.04751058505,0.005037011898,6.466666667,5
5.98,0.88,2.0386,43.7,13.4,0.005027982367,0.08403374452,8.3,3
18.17,0.77,1.68941,37.3,13.4,0.001012865488,0.08296885349,3.066666667,3
2.26,0.28,0.02499,30,13.1,0.0350075253,0.002047916571,0.3833333333,4
108.5,4.92,2.85892,46.4,12.78,0.1028639508,0.0008494284948,6.116666667,5
260.86,8.28,5.16116,50,12.54,0.05466222544,0.0002582719767,9.466666667,1
973.54,0.32,45.33004,35,13.1,0.06715713586,0.0611975846,5.083333333,3
79.2,4.03,2.60024,46.4,12.78,0.07893895288,0.007798263359,5.216666667,5
421.96,19.77,366.67883,50,12.54,0.08916576393,0.005635082719,21.83333333,2
228.97,5.93,3.63996,46.4,12.78,0.09596984054,0.002618606278,7.183333333,5
30.05,2.7,24.55177,30,13.1,0.01745854066,0.002547914074,31.73333333,4
265.63,4.67,5.04365,50,12.54,0.1099881201,0.003009956838,5.783333333,1
322.15,2.05,65.94826,20,13.61,0.02445673607,0.003744458988,9.7,3
3932.73,5.73,2064.129,16.12,13.61,0.02359412629,0.001164852354,67.58333333,0
4011.18,4.78,1456.46275,16.12,13.61,0.0210705099,0.002329740689,40.06666667,0
60.74,5.18,2.49504,46.4,12.78,0.07852565421,0.04062389916,6.4,5
390.25,5.68,6.36421,46.4,12.78,0.1092776477,0.001713200556,6.916666667,5
112.47,14.77,18.95416,19.2,17.8,0.01285234645,0.004638025364,16.9,6
314.98,11.68,50.07761,19.2,17.8,0.03560529331,0.006519214141,13.48333333,6
70.51,4.05,2.24074,50,12.54,0.04819456418,0.0001145725207,5.333333333,1
59.65,3.33,9.42614,44.4,12.68,0.007187675368,0.02304683291,4.433333333,3
50.46,13.95,31.312,50,12.54,0.2267543787,0.01376594205,15.01666667,2
272.67,24.28,139.72546,30,13.1,0.017204153,0.00343265939,49.13333333,4
112.85,4.17,3.46787,50,12.54,0.1009045652,0.001209922967,5.416666667,1
641.33,16.62,416.3676,50,12.54,0.09083082376,0.0132485842,18.56666667,2
297.96,5.18,4.74777,46.4,12.78,0.1837794861,0.004009256936,6.383333333,5
255.5,6.22,3.99844,46.4,12.78,0.09506039564,0.001465949481,7.5,5
81.01,4.02,2.89953,46.4,12.78,0.07687538245,0.005631069396,5.233333333,5
138.57,13.63,39.34113,19.2,17.8,0.02549946639,0.009359422346,14.8,6
3093.92,21.15,2372.00721,50,12.54,0.0002669660001,5.14E-05,25.95,2
256.52,4.63,5.04045,45.79,13.38,0.1165658312,0.02444671984,5.933333333,3
537.27,26.43,419.37939,30,12.54,0.0004275460459,0.0004966824388,29.41666667,2
54.95,75.6,242.43108,46.3,12.78,0.003644071511,0.005095209291,94.5,5
73.49,4.03,2.46712,46.4,12.78,0.07404230465,0.005677735175,5.166666667,5
70.25,4.02,2.10189,50,12.54,0.02559046135,0.0001878993834,5.15,1
397.73,6.73,6.37577,50,12.54,0.0669245398,0.0001277526425,7.85,1
273.03,5.78,5.25362,50,12.54,0.108203033,0.0004714074405,6.866666667,1
200.46,12.2,36.0843,30,13.1,0.0185883406,0.003757489105,22.16666667,4
2048.73,3.75,1091.55434,16.12,13.61,0.03668261484,0.005223076067,49.73333333,0
266.98,9.05,222.74994,16.12,13.61,0.04149184802,0.001802992071,47.45,0
113.11,5.7,3.26281,50,12.54,0.09219792491,0.0007263546235,6.916666667,1
398.61,5.72,6.60261,50,12.54,0.07928419643,0.0002580719137,6.8,1
73.18,3.95,2.79653,46.4,12.78,0.07807751932,0.005232998938,5.166666667,5
70.13,4.07,2.23527,46.4,12.78,0.07168697534,0.005969835618,5.216666667,5
247.38,6.73,4.38144,50,12.54,0.0703158192,1.76E-06,8.066666667,1
273.22,4.65,4.40873,46.4,12.78,0.1700689529,0.005869272281,5.816666667,5
1403.57,10.02,1169.85999,16.12,13.1,0.01006353725,0.001012102749,32.1,0
211.75,4.67,4.53883,45.79,13.38,0.1370661075,0.02862095273,5.95,3
247.7,6.12,5.36594,46.3,12.78,0.08561903199,0.001963245768,7.333333333,5
953.63,0.32,44.30306,35,13.1,0.07721622748,0.06359693078,5.05,3
263.51,8.7,49.25697,19.2,17.8,0.024502021,0.008850902432,10.63333333,6
394.97,5.67,5.95162,46.4,12.78,0.1421844302,0.00525910852,6.833333333,5
102.9,4.18,3.20853,46.4,12.78,0.1731181135,0.008799921658,5.366666667,5
2816.58,5.18,387.44209,30,13.1,0.0555846722,0.07636774141,31.16666667,3
278.65,29.27,1243.03804,19.92,13.29,0.0001424414437,1.26E-05,81.41666667,3
138.58,5.65,4.18976,50,12.54,0.1065075197,0.0006388092427,6.833333333,1
110.1,4.45,3.64225,50,12.54,0.08562909486,0.0005849754838,5.6,1
395.27,5.88,6.24434,46.4,12.78,0.08775578018,0.006131538078,7.116666667,5
267.61,3.68,6.05345,50,12.54,0.1385877732,0.00147757204,4.85,1
225.1,4.17,3.87467,45.79,13.38,0.1175723046,0.03365177591,5.3,3
369.52,5.42,5.61769,46.3,12.78,0.08587789893,0.003026666255,6.683333333,5
222.76,4.67,4.20186,45.79,13.38,0.2419825723,0.03656325595,5.983333333,3
209.01,12.48,103.74941,30,13.1,0.02278938142,0.005178913579,46.76666667,4
38.72,29.23,223.54876,26.8,12.87,0.0006001985839,3.99E-05,126.6833333,3
49.68,0.17,6.99273,16.12,13.61,0.03698540692,0.0007463473352,23.1,0
76.18,17.67,34.25437,30,13.1,0.02140075769,0.00365840222,28.41666667,4
462.78,1.17,32.17154,16.12,13.61,0.03797377623,0.0002867888364,10.51666667,0
443.48,3.37,26.45408,16.12,13.61,0.02277387887,0.0001244010011,5.733333333,0
408.97,47.22,252.98876,20,13.1,0.02144259158,0.02137373607,56.65,3
337.72,5.17,5.3843,46.4,12.78,0.1004168607,0.000781514014,6.316666667,5
105.9,4.65,3.00275,50,12.54,0.09156745776,0.001496751511,5.866666667,1
95.13,4.42,2.64043,50,12.54,0.07396143446,0.001109405096,5.65,1
181.33,5.68,3.65984,46.4,12.78,0.09601028201,0.003458305134,6.966666667,5
1402.17,24.47,2523.08952,16.12,13.61,0.02114656771,0.001545709357,79.16666667,0
383.8,5.7,5.36111,46.4,12.78,0.1276958186,0.00641607695,6.883333333,5
110.17,6.68,2.96295,50,12.54,0.0416337406,0.0002578534738,7.85,1
562.17,59,424.15878,50,13.1,0.2945405056,0.09200550038,64.9,3
401.21,5.7,6.2668,46.4,12.78,0.1007248667,0.001945241891,6.983333333,5
129.34,5.17,3.99469,50,12.54,0.1091569642,0.0006509942167,6.366666667,1
1069.96,4.32,220.19191,15,13.1,0.1084101239,0.1059351969,46.1,3
58.35,5.22,2.3004,46.4,12.78,0.07432280833,0.005692682747,7.4,5
91.08,4.95,2.49206,46.4,12.78,0.1224822475,0.004573991704,6.716666667,5
396.51,5.65,6.18166,46.4,12.78,0.1129544073,0.002551874876,6.85,5
21,0.52,0.33296,46.4,12.78,0.008671112016,0.005956380217,0.8166666667,5
1801.21,4.53,1072.7003,16.12,13.61,0.02587478755,0.002450860698,39.23333333,0
66.95,4,2.22575,50,12.54,0.03083063021,0.0001424660698,5.183333333,1
2783.83,2.47,772.3849,16.12,13.61,0.04351529642,0.005303301813,28.08333333,0
56.25,11.45,46.89828,46.3,12.78,0.002973930148,0.00541910131,15.75,5
120.03,5.67,3.12914,46.4,12.78,0.134017438,0.01366066571,6.883333333,5
498.34,9.38,248.13098,25,13.1,0.0502347366,0.03357032508,23.18333333,3
11.96,0.82,3.99319,25,13.1,0.01102290001,0.01827019093,16.93333333,4
242.54,6.05,5.53469,46.4,12.78,0.2612675816,0.003843255005,9.283333333,5
73.68,4.02,2.51323,46.4,12.78,0.0539148832,0.0102444024,5.066666667,5
2.32,0.42,0.14406,15,13.1,0.01324484315,0.0005197429844,4.266666667,3
121.77,16.62,57.05277,30,13.1,0.03294331123,0.006321652559,35.45,4
269.22,12.67,47.61026,19.2,17.8,0.0301609169,0.004850394062,14.7,6
422.44,7.18,5.67878,50,12.54,0.0753255477,7.58E-05,8.333333333,1
65.4,4.02,2.11101,46.4,12.78,0.06304046893,0.004842211785,5.083333333,5
499.91,5.67,7.36854,50,12.54,0.06749695476,0.0002198518134,7,1
584.79,6.63,7.07763,50,12.54,0.05986361225,0.0004252187712,7.766666667,1
534.25,8.02,307.99724,30,13.1,0.03154665233,0.005545331492,60.3,4
34.57,2.38,3.96104,24,11.9,0.03601778988,0.05479062119,7.1,3
54.15,0.17,6.22461,16.12,13.61,0.02845142853,0.001042514488,17.51666667,0
73.78,4.02,2.43979,46.4,12.78,0.06826796258,0.008969051269,5.083333333,5
369.26,2.02,36.12012,16.12,13.61,0.04112341025,0.0002424513977,14.41666667,0
5.2,0.48,0.2821,30,13.1,0.02375916263,0.003926789625,4.383333333,4
128.36,4.7,3.80583,46.4,12.78,0.1890418261,0.006234853208,5.916666667,5
412.47,7.67,6.09191,50,12.54,0.07710901123,0.003162741495,8.983333333,1
3426.88,1.33,303.80171,40,13.1,0.01952477471,0.02980523894,10.2,3
159.87,5.77,3.80784,46.4,12.78,0.1862682271,0.007251047855,6.966666667,5
383.95,5.4,5.54815,46.4,12.78,0.1085069543,0.0009631495562,6.566666667,5
340.04,5.7,6.44147,46.4,12.78,0.07267443395,0.00178556739,6.966666667,5
76.38,4,2.53647,46.4,12.78,0.08482466681,0.005721623672,5.016666667,5
